Index,Original string,Book Title,Author,Publishing Place,Hebrew Calendar Year,Gregorian Calendar Year,Size,book id,api_title,api_record_id,api_id,api_publisher,api_date,api_author
1173_LS,"הגהות על תורת כהנים להגר""א ז""ל. (בת""י). .8","הגהות על תורת כהנים להגר""א ז""ל",,,,,8,,,,,,,
1174_LS,"הגהות ירושלמי זרעים. להגר""א ז""ל. ומועד להגרד""ל. (מ""ע תומר דבורה). (קעניגסבערג). (תרי""ח). 1858 .8",הגהות ירושלמי זרעים,,קעניגסבערג,"תרי""ח",1858,8,,,,,,,
1175_LS,"ס' הגורלות. מיוחס לר' חיים ויטאל. מיוסד על י""ב מזלות וי""ב כוכבי לכת. (מ""ע מאורי בית יצחק). ירושלים. תרכ""ג. 1863 .8",מאורי בית יצחק,חיים ויטאל,ירושלים,"תרכ""ג",1863,8,,,,,,,
1176_LS,"הגיון בכנור. שירים מיוסף אלמנצי. (מ""ע אלה בני הנעורים). וויען. 1839 .12",אלה בני הנעורים,"(מ""ע",וויען,,1839,12,,"אלה בני הנעורים / ילידי הרופא אפרים לוצאטו ... בימי עלומיו ; יצאו לאור פעם שנית ע""י מאיר הלוי לעטעריס.",990019785580205171,https://www.nli.org.il/en/books/NNL_ALEPH990019785580205171,Wien : Verlag des Franz Edlen von Schmid,18390101,"לוצטו, אפרים בן רפאל, 1729-1792$$Qלוצטו, אפרים בן רפאל, 1729-1792"
1177_LS,"הגיון בכנור. ה""ר חיים יעקב אונגער. שירים. (מ""ע נזיר אלהים). פפד""מ. תרי""ד. 1854 .8",הגיון בכנור,חיים יעקב אונגער,,"תרי""ד",1854,8,,הגיון בכנור.,990024114520205171,https://www.nli.org.il/en/articles/NNL_MUSIC_AL990024114520205171,,19640101,"מוסקטו, יהודה בן יוסף אריה $$Qמוסקטו, יהודה בן יוסף אריה"
1178_LS,"הגיון הנפש. מר' אברהם בר חייא הנשיא. (מוסר). עם הקדמה מהרב שי""ר. (מ""ע מלחמות ה'). לייפציג. 1860 .8",הגיון הנפש,אברהם בר חייא הנשיא,לייפציג,,1860,8,,"ספר הגיון הנפש, או, ספר המוסר / להקדמון ... ; ונוסף עליו מכתב כולל הערות וחקירות ... על תכונת הספר ועל מחברו מהרב ... מו'ה שלמה יהודה ליב רפאפורט ... ; וגם תולדות המחבר מהמו""ל ... יצחק אייזק בן יהודה ליב פריימאן.",990010889410205171,https://www.nli.org.il/en/books/NNL_ALEPH990010889410205171,לייפציג : דפוס צ. וו. פאלראטה,"הכ'ת'ר' [תר""ך]","רפפורט, שלמה יהודה ליב בן אהרן חיים (1790-1867)$$Qרפפורט, שלמה יהודה ליב בן אהרן חיים"
1179_LS,"הגיון לעתים (ב""ה). ה""ר מ' בענדעטסזאהן. מוסר ומדות טובות לנערים. ווילנא. תרט""ו. 1856 .8","הגיון לעתים (ב""ה)",מ' בענדעטסזאהן,ווילנא,"תרט""ו",1856,8,,,,,,,
1180_LS,"הגיון שלמה. ה""ר שלמה הלוי. תקונים לס' הערוך. (מ""ע קורא באמת). מיינץ. תרל""ח. 1878 .8",הגיון שלמה,שלמה הלוי,,"תרל""ח",1878,8,,ספר הגיון שלמה : כולל תקונים לס' הערוך על פי כתב יד ... ובסוף הספר הוספתי עוד באורים וגם ספחתי עוד תוספות לספרי למוד ערוך על מסכת שבת וברכות ... / שלמה ... באמבערגער.,990018468610205171,https://www.nli.org.il/en/books/NNL_ALEPH990018468610205171,מגנצא : דפוס יחיאל בריל,"תרל""ח","במברגר, שלמה בן יצחק דב, הלוי, 1835-1918$$Qבמברגר, שלמה בן יצחק דב, הלוי, 1835-1918"
1181_LS,"הגלות והפדות. ספורים מעשיות ומלחמות. ויניציאה. שצ""ד. 1634 .12",הגלות והפדות,,ויניציאה,,1634,12,,"ספר הגלות והפדות : ... ספורי מלחמת מנטובה והמגפה ... ואופן כבושה מחיל הקיסר פירדינאנדו השני והגירוש המר אשר גורשו היהודים ... ואופן פדותם ... / חברו ... אברהם ב""כמהר יצחק אלוף מסראן, תושב מנטובה.",990010890610205171,https://www.nli.org.il/en/books/NNL_ALEPH990010890610205171,ויניציאה : [מוציא לאור לא ידוע],"שצ""ד","אברהם בן יצחק אלוף, מסראן$$Qאברהם בן יצחק אלוף, מסראן"
1182_LS,"ס' הגלגולים. מר' חיים ויטאל. שקבל מרבנו האר""י בענין גלגולי נשמות. פפד""מ. תמ""ד. 1684 .4",ס' הגלגולים,חיים ויטאל,,,1684,4,990000987180205171,,,,,,
1183_LS,"ד""י. (מ""ע עטרת יוסף). זאלקווא. תקל""ב. 1772 .4",,"(מ""ע",,"תקל""ב",1772,4,,,,,,,
1184_LS,"הגמול. מאת פרץ סמאלענסקין. (ספור). (מ""ע מכתבי עברית). אדעסא. 1866 .8",מכתבי עברית,פרץ סמאלענסקין,אדעסא,,1866,8,990020273330205171,,,,,,
1185_LS,"הגן. מוסר. עם הדרכה של מו""ה יוחנן לוריא. (המו""ד). (מ""ע דברי דוד). 12.",דברי דוד,"(מ""ע",,,,12,,,,,,,
1186_LS,"ד""י. בלי הדרכה. (מ""ע צרור החיים). ווילנא. תקנ""ט. 1799 .12",,,ווילנא,"תקנ""ט",1799,12,,,,,,,
1188_LS,"הגעאגראפיע הקטנה. לה""ר אשר ראדין. קעניגסבערג. 1860 .8",הגעאגראפיע הקטנה,אשר ראדין,קעניגסבערג,,1860,8,,,,,,,
1189_LS,"הדסה. ה' גדליהו גיטעלעוויץ. (שיר ספורי). (מ""ע מכתבים בספר). ווארשא. 1875 .8",הדסה,גדליהו גיטעלעוויץ,ווארשא,,1875,8,,"הדסה : או, אור חדש: חזין בי""ב מחזות יסודתו בס' מגלת אסתר ויבואר בבאור חדש וחפש ... / מאת גדליהו גיטעלעוויץ.",990018639860205171,https://www.nli.org.il/en/books/NNL_ALEPH990018639860205171,ווארשא : אלעקסאנדער גינז,"תרל""ה","גיטעלעוויץ, גדליה$$Qגיטעלעוויץ, גדליה"
1190_LS,"הדעת. ה""ר סענדר פאליר. על מס' כלים. (מ""ע אילה שלוחה). ווארשא. 1877 .8",הדעת,סענדר פאליר,ווארשא,,1877,8,,"ספר הדעת : על מסכת כלים ... לבאר איזו דברים בדברי הגר""א ... ואגב יתבאר עוד כמה דברים ברמב'ם וה'רש הר'אש והתוס' יוט' ממה שהקשה עליהם בס' ילקוט הטהור וסדרי טהרות / ... מאתי סענדר פאליר ...",990020369630205171,https://www.nli.org.il/en/books/NNL_ALEPH990020369630205171,"ווארשא : פ""י לעבענזאהן","תרל""ז","פוליר, סנדר בן אריה ליב$$Qפוליר, סנדר בן אריה ליב"
1191_LS,"ד""י. (מ""ע הגדה ע""פ מדרש הגדה).",,,,,,,,,,,,,
1192_LS,"הדעות והמדות. ה""ר יחיאל מהריה. (מ""ע המפתח ח""א). ווארשא. 1865 .8",הדעות והמדות,יחיאל מהריה,ווארשא,,1865,8,,"ספר הדעות והמדות : ... אחוזים וסבוכים בשרשי וענפי התורה הנביאים והכתובים, ונוזלים מן לבנון הרלב""ג ... / חובר והוכן מאת יחיאל בן שלמה מהריח.",990011032140205171,https://www.nli.org.il/en/books/NNL_ALEPH990011032140205171,ווארשא : דפוס ש' ארגעלבראנד,"תרכ""ה","לוי בן גרשם, 1288-1344"
1193_LS,ס' הדקדוק קטן. לר' משה אריה. ווילנא והוראדנא. 1832 .8,ס' הדקדוק קטן,משה אריה,ווילנא,,1832,8,,,,,,,
1194_LS,"הדר זקנים. פי' בעלי התוס' והרא""ש ז""ל על התורה. ליוורנו. ת""ר. 1840 .2",הדר זקנים,,ליוורנו,,1840,2,,,,,,,
1195_LS,"הדרמה בכלל והעברית בפרט. מאת ה' א' י' פאפירנא. (מ""ע דברי הימים לבני הרוסים). אדעסא. 1867 .8",הדרמה בכלל והעברית בפרט,ה' א' י' פאפירנא,אדעסא,,1867,8,,הדרמה בכלל והעברית בפרט.,990020430170205171,https://www.nli.org.il/en/books/NNL_ALEPH990020430170205171,אדעסא : דפוס ניטשע,"תרכ""ח","פפירנה, אברהם יעקב, 1840-1919$$Qפפירנה, אברהם יעקב, 1840-1919"
1196_LS,"הדרת זקנים. ה""ר הירש מ""מ ומ""ץ דק""ק וויטעפסק. דיני איסור והיתר. (מ""ע צורת הארין). דובראוונא. תקס""ב. 1802 .4",הדרת זקנים,הירש ,,"תקס""ב",1802,4,,,,,,,
1197_LS,"הדרת זקנים. חלק מס' מאור עינים לר' עזריה מן האדומים. ווילנא. תקע""ה. 1818 .8",הדרת זקנים,עזריה מן האדומים,ווילנא,"תקע""ה",1818,8,,,,,,,
1198_LS,"הדרת מלך. (ח""א). ה""ר שלום בוזאגלו. פי' על כל מאמרי הזהר העמוקים. אמשטרדם. תקכ""ו. 1766 .8",הדרת מלך,שלום בוזאגלו,אמשטרדם,"תקכ""ו",1766,8,,,,,,,
1199_LS,"ההרכבה. לר' אליה בחור. מלות המורכבות ע""ס א""ב. פראג. 1793 .8",ההרכבה,אליה בחור,פראג,,1793,8,990013125980205171,,,,,,
1200_LS,"הואיל משה. (חסר השער). ה""ר משה מת. על התורה וחמש מגילות. (פראג). (שע""ב). 1612 .2",הואיל משה,משה מת,פראג,,1612,2,,,,,,,
1201_LS,"הואיל משה. ה""ר משה יצחק אשכנזי. על התורה. ליוורנו. תרמ""א. 1881 .8",הואיל משה,משה יצחק אשכנזי,ליוורנו,"תרמ""א",1881,8,,,,,,,
1202_LS,"ד""י. על נביאים ראשונים מהנ""ל. (מ""ע הנ""ל). גרוציאה. 1870 .8",,,,,1870,8,,,,,,,
1203_LS,"ד""י. על תהלים. ליוורנו. תר""מ. 1880 .8",,,ליוורנו,"תר""",1880,8,,,,,,,
1204_LS,"ד""י. על איוב. (מ""ע הנ""ל). פארובה. תרל""ז. 1877 .8",,,פארובה,"תרל""ז",1877,8,,,,,,,
1205_LS,"הוי שודד. ה""ר יחיאל מיכל מקלווריע. הספד על שני גדולי ישראל. (מ""ע אדרת אליהו). נאווי דוואהר. תקס""ה. 1805 .8",אדרת אליהו,יחיאל מיכל מקלווריע,,"תקס""ה",1805,8,,אדרת אליהו.,997009703639405171,https://www.nli.org.il/en/archives/NNL_ARCHIVE_AL997009703639405171,,19640101,
1206_LS,"הולך תמים ופועל צדק. ה""ר אברהם דיין. מוסר וקצת שו""ת. ליוורנו. תר""י. 1850 .8",הולך תמים ופועל צדק,אברהם דיין,ליוורנו,"תר""י",1850,8,,"ספר הולך תמים ופועל צדק : שני חבורים ... הולך תמים : דברי תוכחות מוסר ... ופועל צדק : קצת שו""ת / ... דברי הצעיר אברהם בכמה""ר ישעיה הדיין ...",990018735380205171,https://www.nli.org.il/en/books/NNL_ALEPH990018735380205171,ליוורנו : יורשי אליעזר מנחם אוטולינגי,"תר""י",Valmadonna Trust former owner
1207_LS,"ד""י. פועל צדק לבד. .8",,,,,,8,,,,,,,
1208_LS,"הון עשיר. ר' עמנואל חי ריקי. על משניות. אמשטרדם. תצ""א. 1731 .4",הון עשיר,עמנואל חי ריקי,אמשטרדם,,1731,4,,,,,,,
1209_LS,"הוספה מדעית להמליץ. מאת צבי הכהן ראבינאוויץ. (חוברת שניה). (מ""ע פתיחה). פעטערבורג. 1871 .8",הוספה מדעית להמליץ,צבי הכהן ראבינאוויץ,,,1871,8,,הוספה מדעית להמליץ : חוברת שניה / מאת צבי הכהן ראבינאוויץ ...,990020705350205171,https://www.nli.org.il/en/books/NNL_ALEPH990020705350205171,פטרבורג : [מוציא לאור לא ידוע],"תרל""א","מרדכי, הלוי, המליץ"
1210_LS,"הוספות ומפתח לס' דרכי המשנה. מאת זכריה פראנקעל. (מ""ע דרכי המשנה). לייפציג. 1867 .8",הוספות ומפתח לס' דרכי המשנה,זכריה פראנקעל,לייפציג,,1867,8,,,,,,,
1211_LS,"הוראת היתר. בדבר אתרוגי קורפו מרבני גאוני ווילנא. (מ""ע תוכחת מגולה). ווילנא. 1875 .8",הוראת היתר,,ווילנא,,1875,8,,,,,,,
1213_LS,"הוראת שעה. ליישב קושיות המהרש""א. ווארשא. 1877 .8",הוראת שעה,,ווארשא,,1877,8,,,,,,,
1214_LS,"הורה גבר. ה""ר בצלאל רנשבורג. על מס' הוריות. פראג. תקס""ב. 1802 .2",הורה גבר,בצלאל רנשבורג,פראג,"תקס""ב",1802,2,,"ספר הורה גבר : והוא חיבור ... למסכת הוריות כולה לבאר ... פי' רש""י ותוספות ותוס' הרא""ש ויתר המפרשים ואף גם לרבות בתלמוד ירושלמי ובדברי הרמב""ם ... / חברתיו ... בצלאל בלא""א ... יואל רנשבורג.",990018533730205171,https://www.nli.org.il/en/books/NNL_ALEPH990018533730205171,פראג : [מוציא לאור לא ידוע],"תקס""ב","רנשבורג, בצלאל, 1762-1820$$Qרנשבורג, בצלאל, 1762-1820"
1215_LS,"הושע. עם לטיין. רש""י. אבן עזרא. רד""ק. תרגום יונתן. ע""י פאן דער הארדט. געטינגען. 1775 .4",הושע,,,,1775,4,,"פירוש על ספר הושע / ... הו""ל עפ""י כ""י ... שמואל אברהם פאזנאנסקי [פוזננסקי].",990011964520205171,https://www.nli.org.il/en/books/NNL_ALEPH990011964520205171,ברדיטשוב : דפוס שעפטיל,"תרס""ב","פוזננסקי, שמואל אברהם (1864-1921)$$Qפוזננסקי, שמואל אברהם"
1216_LS,"הזכרון. ה""ר אברהם בקראט. ביאור על רש""י בחומש. ליוורנו. תר""ה. 1845 .2",הזכרון,אברהם בקראט,ליוורנו,"תר""ה",1845,2,,"ספר הזכרון : ביאור על רש""י על התורה / לאחד מחכמי קדם כמוהר""ר אברהם בקראט הלוי מגולי ספרד. חברו בעוב""י תונס ... בשנת הרס""ז לפ""ג ; ויצא לאור על ידי כמה""ר אליעזר אשכנזי.",990017992330205171,https://www.nli.org.il/en/books/NNL_ALEPH990017992330205171,ליוורנו : דפוס יעקב ואחיו בני יאודה שמואל אשכנזי,"ה'ר'ת' עולם [תר""ה]","אשכנזי, אליעזר (מתוניס)$$Qאשכנזי, אליעזר"
1217_LS,"ס' הזכרון. ה""ר משה סופר. ממלחמת הצרפתים בפרעסבורג. פרעסבורג. תרל""ט. 1879 .8",ס' הזכרון,משה סופר,פרעסבורג,"תרל""ט",1879,8,,,,,,,
1218_LS,ס' הזכרונות. הלכות ודינים ומילי דחסידותא. בלי שם המחבר. 4.,ס' הזכרונות,,,,,4,,,,,,,
1219_LS,"ס' הזכרונות. מאת דוד בער נאטאנזאן. דברי ימי חיי ריב""ל. תולדותיו קורותיו תכונת ספריו וכו'. (מ""ע זרובבל). ווארשא. 1875 .8",ס' הזכרונות,דוד בער נאטאנזאן,ווארשא,,1875,8,990020219020205171,,,,,,
1220_LS,"הזכרת נשמות. עם העתקה בל""א. (מ""ע קדמות ס' הזהר). ברלין. 1854 .8",הזכרת נשמות,,ברלין,,1854,8,,,,,,,
1221_LS,"החוקר. ה""ר יצחק ווארשאווסקי. אספת מאמרי חקירה. ונלוה אליו המבקר. בקרת ס' חכמי ישראל. (מ""ע חלקת המקור). אדעסא. 1863 .8",החוקר,יצחק ווארשאווסקי,ווארשא,,1863,8,,,,,,,
1222_LS,"החינוך. על תרי""ג מצות. ויניציאה. רפ""ג. 1523 .2",החינוך,,ויניציאה,"תרי""ג",1523,2,,,,,,,
1223_LS,"ד""י. וויען. תקצ""ב. 1832 .4",,,וויען,"תקצ""ב",1832,4,,,,,,,
1224_LS,"החכמה התבונה והדת. מרמ""ד פרידענטהאל ד' חוברות. כ""א. ברעסלויא. תר""ג-ו. 1843-6 .4",החכמה התבונה והדת,,ברעסלויא,"תר""ג",1843,4,,,,,,,
1225_LS,"החלוץ. (מכ""ע מאת יה""ש). מחברת ראשונה שניה. לבוב. 1852-3 .8",החלוץ,,לבוב,,1852,8,,,,,,,
1226_LS,"ד""י. ג'. ד'. ה'. ו'. לבוב וברעסלויא. 1856-61 .8",,,לבוב,,1856,8,,,,,,,
1227_LS,"ד""י. ז'. ח'. ט'. י'. פפד""מ ופראג. 1865-77 .8",,,פראג,,1865,8,,,,,,,
1228_LS,"ד""י. מחברת תשיעית. ב""ה. פראג. 1873 .8",,,פראג,,1873,8,,,,,,,
1229_LS,"היד החזקה. ה""ר ליב קלישער. על עניני חזקה. ברעסלויא. תק""ף. 1820 .2",היד החזקה,ליב קלישער,ברעסלויא,"תק""",1820,2,,,,,,,
1230_LS,"הידור מצוה. ה""ר מאיר מ""ץ דק""ק לעמוואל. חקירות בדינים ודרוש. (מ""ע תולדות יעקב). ווילנא. 1877 .4",הידור מצוה,"מאיר מ""ץ דק""ק לעמוואל",ווילנא,,1877,4,,,,,,,
1231_LS,"היהודים. העתקה מלעססינג. ע""י יעקב שמעון הכהן. (מ""ע נתן החכם). ווארשא. 1875 .8",היהודים,יעקב שמעון הכהן,ווארשא,,1875,8,,,,,,,
1232_LS,"היהודים ושפת הסלאווים. ד""ר הרכבי. ווילנא. 1867 .8",היהודים ושפת הסלאווים,הרכבי,ווילנא,,1867,8,,היהודים ושפת הסלאווים : מדרשות וחקירות בני ישראל בארץ רוסיא.,990018925530205171,https://www.nli.org.il/en/books/NNL_ALEPH990018925530205171,ווילנא : דפוס יוסף ראובן ראם,"תרכ""ז 1867","הרכבי, אברהם אליהו, 1835-1919$$Qהרכבי, אברהם אליהו, 1835-1919"
1233_LS,"היונה. ה""ר מרדכי רייך הכהן. מאמר על עקירת יצחק ושיר מוסרי. (מ""ע מראה הלבנון). אדעסא. 1864 .8",היונה,מרדכי רייך הכהן,אדעסא,,1864,8,,,,,,,
1234_LS,"היונה. ה""ר שניאור זקש. חקירות בסוד העבור. (מ""ע שפת יתר). ברלין. 1851 .8",היונה,שניאור זקש,ברלין,,1851,8,,,,,,,
1235_LS,היורש דברי אלהים. לפילון היהודי. על הזיון ברית בין הבתרים. פראג. 1830 .8,היורש דברי אלהים,,פראג,,1830,8,,,,,,,
1236_LS,"היהש לכתב אשורי. וקדמות הנקודות והטעמים. מר' יעקב בכרך. (מ""ע אגרת בקרת). ווארשא. 1854 .8",היהש לכתב אשורי,יעקב בכרך,ווארשא,,1854,8,,,,,,,
1238_LS,"היכל הקדש. באור התפלות ע""פ סוד מר""מ אלבאז. ור' אהרן הסבעוני. והקדמה גדולה מהג""מ יעקב ששפורט. אמשטרדם. תי""ג. 1653 .4",היכל הקדש,אהרן הסבעוני,אמשטרדם,,1653,4,,"ספר היכל הקדש : לבאר סדר תפלות כל השנה וסודן וכוונתן ... / [ר' משה בר מיימון המכונה אלבאז] ; הביאו אל הדפוס [עם הקדמה ארוכה ושיר בעשר ספירות] כמה""ר יעקב [בן אהרן] ששפורטש וגם נוסף עליו כמה הגהו' מן החכם ... כמה""ר אהרן הסבעוני ...",990011758030205171,https://www.nli.org.il/en/books/NNL_ALEPH990011758030205171,אמשטרדם : דפוס עמנואל בנבנשתי,"ת'ב'י'א' ב'י'ת' י' א'ל'ה'י'ך' [תי""ג]","ששפורטש, יעקב (1610-1698)$$Qששפורטש, יעקב"
1239_LS,היכל ה'. ר' יחיאל אשכנזי. ובתוכו סודות עליונים לכל אשר החכמה אוהבים. ויניציאה. (1605). .4,היכל ה',יחיאל אשכנזי,ויניציאה,,1605,4,,ספר היכל ה' : ... ובתוכו סודות עליונים ... / להחכם ... ר' יחיאל אשכנזי איש ירושלם ; והוגה ... על ידי ... ר' יצחק גרשון ...,990018377060205171,https://www.nli.org.il/en/books/NNL_ALEPH990018377060205171,ויניציאה : דפוס דניאל זניטי,"[שס""א]","זאניטי, דניאל (פעל 1576-1605 מדפיס)$$Qזאניטי, דניאל"
1240_LS,"היכל מלך. ה""ר מכאל אריה. (בעל שערי חיים). על הרמב""ם. שאלוניקי. תקע""ד. 1814 .2",היכל מלך,מכאל אריה,שאלוניקי,"תקע""ד",1814,2,,"ספר היכל מלך : ... בפרש ... הרמב""ם ... משו""ת ... / מעשה ידי ... אב ובן ... הרבנים ... כמהר""ר אברהם לב אריה, הבן ... כמהר""ר מכאל אריה ...",990010923520205171,https://www.nli.org.il/en/books/NNL_ALEPH990010923520205171,[שאלוניקי] : דפוס יוסף מולכו,"ובא ל'צ'י'ו'ן' ג'ו'א'ל' ו'ל'ש'ב'י' [תקע""ד]","מולכו, יוסף בן יצחק (פעל 1794-1829 מדפיס)$$Qמולכו, יוסף בן יצחק"
1241_LS,"היכל עונג. ה""ר יהודה הלוי מווילנא. להבין ולהורות תורות. בה כל מדה חמודה ומעולה. (מ""ע בית נאמן). הוראדנא. תקנ""ח. 1798 .8",היכל עונג,יהודה הלוי מווילנא,ווילנא,"תקנ""ח",1798,8,,,,,,,
1242_LS,"היכלות הזהר. מפ' בראשית ופקודי. עם באור הגר""א. (קעניגסבערג). תרי""ז. 1857 .4",היכלות הזהר,,קעניגסבערג,"תרי""ז",1857,4,,,,,,,
1243_LS,הילדות והשחרות. ה' ישראל זאבלודאווסקי. ספור. ווילנא. 1863 .8,הילדות והשחרות,,ווילנא,,1863,8,990019046100205171,הילדות והשחרות : יורה נערים בדרך ... לכונן אשורם במעגלי צדק בימי נעוריהם ... / נעתק משפת אשכנז ללשון עבר מאת ישראל במהו' בנימין זאבלודאווססי ...,990019046100205171,https://www.nli.org.il/en/books/NNL_ALEPH990019046100205171,ווילנא : ראם,"תרכ""ג 1863","זבלודובסקי, ישראל$$Qזבלודובסקי, ישראל"
1244_LS,"הילולא רבא דצדיקיא. ס' היא""צ של הצדיקים ע""פ ס' החדשים. (מ""ע מוסר אב). 16.",הילולא רבא דצדיקיא,,,,,16,,,,,,,
1245_LS,הילל בן שחר. מר' הילל מקאנוני. דרושים. ווארשא. 1804 .4,הילל בן שחר,הילל מקאנוני,ווארשא,,1804,4,,"הילל בן שחר : על ששה ועשרים דרושים [וביניהם] ... הספד גאון ישראל [הגר""א] / הספד חכם ונשיא ... הספד גאון ישראל [הגר""א] חברו ... מוהר""ר הילל מקאווני ...",990018861990205171,https://www.nli.org.il/en/books/NNL_ALEPH990018861990205171,ווארשא : דפוס פיקטאר דאמבראווסקי,"כ'ל' ח'כ'ם' ל'ב' ק'ח' מ'ו'ס'ר' [תקס""ד] 1804","הלל בן זאב וולף, מקובנה$$Qהלל בן זאב וולף, מקובנה"
1246_LS,"הין צדק ותקון המדות. על ה' פרקים להרמב""ם. ווילנא. תקנ""ט. 1799 .4",הין צדק ותקון המדות,,ווילנא,"תקנ""ט",1799,4,,,,,,,
1247_LS,"ד""י. (מ""ע פי' על כמה אגדות להגר""א ז""ל).",,,,,,,,,,,,,
1248_LS,"הירח. (מכ""ע). שנה ראשונה הוברת א'. לה""ר בעריש גאלדענבערג. (מ""ע מגיד משנה). לבוב. תרל""ב. 1871 .8",הירח,בעריש גאלדענבערג,לבוב,"תרל""ב",1871,8,,"נוגה הירח : ... בעשרה חוברות לשנה, בו יבואו א) מאמרי חכמה ... ב) ספורים ... ג)באורים במקרא קודש בתלמוד ומדרשים, ד) חקרי לשון ודקדוק ... ה) תולדות גדולי וחכמי עמנו, ו) שירי שפת קודש, ז) תולדות ישראל / ... יוצא לאור ... ע""י בעריש גאלדענבערג.",990020169820205171,https://www.nli.org.il/en/journals/NNL-Journals990020169820205171,לבוב : דפוס ישראל אלימלך שטאנד,"תרל""ב-תר""מ","גאלדענבערג, בעריש, 1825-1898 $$Qגאלדענבערג, בעריש, 1825-1898"
1249_LS,"ס' הישר לר""ת. על הש""ס. עם באור אור לישרים. לר' יחיאל מיכל הלוי עפשטיין. (מ""ע העיטור). זיטאמיר. 1869 .2","ס' הישר לר""ת",יחיאל מיכל הלוי עפשטיין,זיטאמיר,,1869,2,,,,,,,
1250_LS,"ד""י. בלי באור. וויען. תקע""א. 1811 .2",,,וויען,"תקע""א",1811,2,,,,,,,
1252_LS,"הישר המיוחס לר""ת. (חמו""ד). מוסר. (קושטי). (רע""ו). 1516 .4","הישר המיוחס לר""ת",,,,1516,4,,,,,,,
1253_LS,"הישר. ה""ר זכריה. על כל התורה. ויניציאה. שנ""ח. 1598 .2",הישר,זכריה,ויניציאה,,1598,2,,,,,,,
1254_LS,"ד""י. (מ""ע אלפי מנשה). קעניגסבערג. תרי""ח. 1858 .8",,"(מ""ע",קעניגסבערג,"תרי""ח",1858,8,,,,,,,
1255_LS,"ד""י. אמשטרדם. תס""ח. 1708 .8",,,אמשטרדם,,1708,8,,,,,,,
1256_LS,ס' הישר על התורה. 8.,ס' הישר על התורה,,,,,8,,,,,,,
1257_LS,"ד""י ויניציאה. (באותיות מרובעות גדולות). שפ""ה. 1625 .4",,,ויניציאה,,1625,4,,,,,,,
1258_LS,"הישר. מאת יעקב חיים קארן. ע""ר הישרת מצב היהודים. (מ""ע רומניה ואמיריקה). לעמבערג. 1861 .8",הישראלי,יעקב חיים קארן,לעמבערג,,1861,8,,,,,,,
1259_LS,"הישראלי. (צייטונג). ה""ר יחיאל ברילל. משנת 81--1873. (ג""כ). מיינץ. 2.",הישראלי,יחיאל ברילל,,,1873,2,990021392260205171,,,,,,
1260_LS,"הכוזרים. ה""ר יוסף יהודה לערנער. מאמר ע""ד קורותיהם. (מ""ע חכמת ישראל 4. 5). אדעסא. 1867 .8",הכוזרים,יוסף יהודה לערנער,אדעסא,,1867,8,,,,,,,
1261_LS,"הכוכבים. (מכ""ע). לה' י' מ' וואלפמאן. ווילנא. 1865 .8",הכוכבים,,ווילנא,,1865,8,,,,,,,
1262_LS,"הכרמל. ר' שמואל יוסף פין. משנת תר""כ - א' (שנה ראשונה). ב'. ג'. ד'. ה'. ו'. ז'. ח'. (עם נוספות בל' רוסיא). ווילנא. 1860-70 .2",הכרמל,שמואל יוסף פין,ווילנא,"תר""כ",1860,2,990019656950205171,"שו""ת הדר הכרמל : ... חדושי הלכות / שחברתי ... הצעיר מאיר בר' מרדכי לערנער אבד""ק ווינצענהיים ...",990019843180205171,https://www.nli.org.il/en/books/NNL_ALEPH990019843180205171,ווילנא : האלמנה והאחים ראם,"תרנ""א","לרנר, מאיר, 1857-1930$$Qלרנר, מאיר, 1857-1930"
1263_LS,"ד""י. החדשי משנת תרל""ב. (שנה ראשונה). ב'. ג'. ד'. ווילנא. 1871-9 .8",,,ווילנא,"תרל""ב",1871,8,,,,,,,
1264_LS,"הכתב והקבלה. ה""ר יעקב צבי מעקלענבורג. על התורה. (מ""ע כתבי ישראל באמער). לייפציג. 1839 .8",הכתב והקבלה,יעקב צבי מעקלענבורג,לייפציג,,1839,8,,,,,,,
1265_LS,"הלבנון. לר' יחיאל ברילל. משנת תרכ""ג (שנה ראשונה). ב' ג' ד' ה' ו' ז' ח' ט' י' י""א י""ב י""ג י""ד ט""ו ט""ז י""ז י""ח י""ט. ירושלים. פאריז. ומיינץ. 1863 .2 (שנה ראשונה מ""ע הצפירה שנה ראשונה).",הלבנון,יחיאל ברילל,ירושלים,"תרכ""ג",1863,,990019679310205171,מקורות ערביים לתולדות הלבנון במאה ה-19 / ערך יהושע פורת.,990020378680205171,https://www.nli.org.il/en/books/NNL_ALEPH990020378680205171,ירושלים : [אקדמון],"תשכ""ו","פורת, יהושע (1938-2019)$$Qפורת, יהושע"
1266_LS,"הלכה אחרונה. וקונטרס הראיות עם ס' הפרדס. ה""ר ליב עפשטיין. דינים ודרושים. קעניגסבערג. תקי""ט. 1759 .4",הלכה אחרונה,ליב עפשטיין,קעניגסבערג,"תקי""ט",1759,4,,,,,,,
